input,decision
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in IIT Madras Chennai.",Job First (Financial Stability)
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in IIT Bombay Nashik.,Government Exam Path
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in IIT Bombay Chennai.",Skill Development First
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in VJTI Hyderabad.,Skill Development First
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in COEP Kolhapur.",Higher Studies First
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in PICT Aurangabad.,Career Guidance Needed
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in VJTI Kolhapur.,Government Exam Path
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in MIT WPU Delhi.,Skill Development First
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in Pune University Hyderabad.",Higher Studies First
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Pune University Hyderabad.",Skill Development First
Will help in family business in morning and continue MCA in evening batch. I am studying in COEP Mumbai.,Balanced Job + Study Plan
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in IIT Bombay Mumbai.",Emotional Counseling Needed
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for CAT. I am studying in VJTI Aurangabad.",Government Exam Path
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Amity Hyderabad.",Skill Development First
"Hey, my mother needs surgery and we have no savings. I was planning Railway but now I think job first is the only option. I am studying in PICT Delhi.",Job First (Financial Stability)
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in MIT WPU Bangalore.",Emotional Counseling Needed
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Amity Chennai.",Skill Development First
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in IIT Bombay Kolhapur.,Balanced Job + Study Plan
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Pune University Nagpur.,Balanced Job + Study Plan
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in local college Mumbai.",Balanced Job + Study Plan
"Hey, my mother needs surgery and we have no savings. I was planning GRE but now I think job first is the only option. I am studying in VJTI Delhi.",Job First (Financial Stability)
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in COEP Hyderabad.",Career Guidance Needed
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in IIT Madras Thane.",Job First (Financial Stability)
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in COEP Chennai.",Job First (Financial Stability)
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in SPIT Delhi.",Emotional Counseling Needed
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in COEP Delhi.",Skill Development First
Will help in family business in morning and continue MCA in evening batch. I am studying in COEP Kolhapur.,Balanced Job + Study Plan
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in PICT Nagpur.",Job First (Financial Stability)
My parents strongly believe only government job is safe. They want me to prepare full time for CAT. I am studying in local college Hyderabad.,Government Exam Path
"Hey, family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in local college Delhi.",Job First (Financial Stability)
I got admission in MBA at IIM Kozhikode but family is worried about money. Still I believe this is the best investment for my future. I am studying in Symbiosis Delhi.,Higher Studies First
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in IIT Bombay Nagpur.,Balanced Job + Study Plan
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in local college Pune.",Balanced Job + Study Plan
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in MIT WPU Delhi.,Career Guidance Needed
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in COEP Thane.",Emotional Counseling Needed
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in MIT WPU Delhi.",Balanced Job + Study Plan
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for GRE. I am studying in Amity Kolhapur.",Government Exam Path
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Bombay Mumbai.,Skill Development First
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in COEP Chennai.",Career Guidance Needed
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in PICT Chennai.",Government Exam Path
My mother needs surgery and we have no savings. I was planning GRE but now I think job first is the only option. I am studying in Symbiosis Pune.,Job First (Financial Stability)
My mother needs surgery and we have no savings. I was planning Banking PO but now I think job first is the only option. I am studying in COEP Nagpur.,Job First (Financial Stability)
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Madras Aurangabad.,Higher Studies First
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in MIT WPU Chennai.",Balanced Job + Study Plan
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Pune University Nagpur.,Emotional Counseling Needed
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in COEP Pune.",Higher Studies First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in local college Hyderabad.,Higher Studies First
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in Symbiosis Nashik.",Higher Studies First
"Hey, i got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future.",Higher Studies First
"Hey, my mother needs surgery and we have no savings. I was planning GRE but now I think job first is the only option. I am studying in SPIT Mumbai.",Job First (Financial Stability)
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in VJTI Nashik.",Higher Studies First
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in PICT Pune.,Balanced Job + Study Plan
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in SPIT Aurangabad.",Emotional Counseling Needed
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in local college Nashik.",Higher Studies First
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in VJTI Nagpur.",Emotional Counseling Needed
Will help in family business in morning and continue MCA in evening batch. I am studying in IIT Bombay Nagpur.,Balanced Job + Study Plan
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in MIT WPU Aurangabad.,Career Guidance Needed
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in local college Thane.",Emotional Counseling Needed
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in IIT Bombay Kolhapur.",Career Guidance Needed
My mother needs surgery and we have no savings. I was planning SSC CGL but now I think job first is the only option. I am studying in SPIT Hyderabad.,Job First (Financial Stability)
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Symbiosis Nagpur.",Balanced Job + Study Plan
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in IIT Madras Thane.,Higher Studies First
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in PICT Kolhapur.",Career Guidance Needed
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Pune University Mumbai.",Balanced Job + Study Plan
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in IIT Bombay Mumbai.,Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in MIT WPU Thane.",Balanced Job + Study Plan
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for GRE. I am studying in PICT Nagpur.",Government Exam Path
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in local college Aurangabad.",Higher Studies First
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in Amity Nagpur.,Emotional Counseling Needed
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Symbiosis Aurangabad.",Skill Development First
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in local college Chennai.",Balanced Job + Study Plan
My mother needs surgery and we have no savings. I was planning GATE but now I think job first is the only option.,Job First (Financial Stability)
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Madras Kolhapur.",Career Guidance Needed
Will help in family business in morning and continue MCA in evening batch. I am studying in Pune University Aurangabad.,Balanced Job + Study Plan
My mother needs surgery and we have no savings. I was planning UPSC but now I think job first is the only option. I am studying in Amity Pune.,Job First (Financial Stability)
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Pune University Nashik.",Emotional Counseling Needed
My parents strongly believe only government job is safe. They want me to prepare full time for MPSC. I am studying in Symbiosis Aurangabad.,Government Exam Path
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in local college Bangalore.",Skill Development First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Pune University Nagpur.,Government Exam Path
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in IIT Madras Delhi.,Government Exam Path
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in local college Delhi.",Career Guidance Needed
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in MIT WPU Nagpur.",Balanced Job + Study Plan
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in local college Hyderabad.",Skill Development First
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in SPIT Hyderabad.",Career Guidance Needed
My mother needs surgery and we have no savings. I was planning Banking PO but now I think job first is the only option. I am studying in MIT WPU Pune.,Job First (Financial Stability)
"Hey, communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in local college Delhi.",Skill Development First
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in MIT WPU Kolhapur.,Skill Development First
"My father got laid off last month from his company in Nashik. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in COEP Nashik.",Job First (Financial Stability)
"Hey, after dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in Amity Nagpur.",Job First (Financial Stability)
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Pune University Delhi.",Balanced Job + Study Plan
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in VJTI Hyderabad.",Job First (Financial Stability)
"Hey, i got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in Symbiosis Thane.",Higher Studies First
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in MIT WPU Aurangabad.,Government Exam Path
"Hey, family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in PICT Pune.",Job First (Financial Stability)
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in IIT Madras Delhi.",Skill Development First
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in COEP Nashik.",Higher Studies First
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in VJTI Thane.,Career Guidance Needed
Will help in family business in morning and continue MCA in evening batch. I am studying in SPIT Kolhapur.,Balanced Job + Study Plan
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in Symbiosis Delhi.",Skill Development First
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in Symbiosis Mumbai.",Higher Studies First
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in COEP Nagpur.",Career Guidance Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Symbiosis Hyderabad.",Emotional Counseling Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in COEP Pune.",Higher Studies First
Have a part-time job and will prepare for government exams simultaneously. I am studying in PICT Bangalore.,Balanced Job + Study Plan
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in Amity Kolhapur.,Career Guidance Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in VJTI Kolhapur.,Government Exam Path
My mother needs surgery and we have no savings. I was planning MPSC but now I think job first is the only option. I am studying in MIT WPU Nashik.,Job First (Financial Stability)
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Pune University Hyderabad.",Emotional Counseling Needed
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in COEP Mumbai.,Balanced Job + Study Plan
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in COEP Nagpur.,Career Guidance Needed
"Heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in MIT WPU Mumbai.",Job First (Financial Stability)
"Hey, family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in PICT Bangalore.",Job First (Financial Stability)
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in IIT Bombay Mumbai.",Balanced Job + Study Plan
"Family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in SPIT Nashik.",Job First (Financial Stability)
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in IIT Bombay Nagpur.",Career Guidance Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in PICT Hyderabad.",Higher Studies First
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in IIT Madras Thane.",Career Guidance Needed
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in COEP Kolhapur.",Career Guidance Needed
"Hey, constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in Pune University Pune.",Emotional Counseling Needed
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in local college Kolhapur.,Emotional Counseling Needed
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in Amity Bangalore.",Career Guidance Needed
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in SPIT Thane.",Emotional Counseling Needed
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in SPIT Hyderabad.,Government Exam Path
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for GRE.",Government Exam Path
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Symbiosis Nagpur.,Balanced Job + Study Plan
"Hey, my coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in PICT Pune.",Skill Development First
Will help in family business in morning and continue MCA in evening batch. I am studying in Amity Nashik.,Balanced Job + Study Plan
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in VJTI Kolhapur.,Emotional Counseling Needed
"My father got laid off last month from his company in Aurangabad. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS.",Job First (Financial Stability)
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Bombay Delhi.,Higher Studies First
Keep changing my mind every week. Need someone experienced to show me right path. I am studying in Amity Chennai.,Career Guidance Needed
"Hey, family business completely collapsed after pandemic. As the only son, I feel huge pressure to start earning rather than pursuing higher studies. I am studying in VJTI Pune.",Job First (Financial Stability)
"Hey, confused between job, MBA, government exams and startup. No clear direction at all. I am studying in SPIT Pune.",Career Guidance Needed
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in IIT Bombay Pune.",Career Guidance Needed
"My father got laid off last month from his company in Chennai. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in PICT Chennai.",Job First (Financial Stability)
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in COEP Hyderabad.,Skill Development First
"My coding skills are very poor. Failed in 7 campus interviews. I need to focus only on DSA, projects and internships for next 6-8 months. I am studying in local college Thane.",Skill Development First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in VJTI Mumbai.,Government Exam Path
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in VJTI Mumbai.,Emotional Counseling Needed
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in IIT Madras Hyderabad.",Career Guidance Needed
My parents strongly believe only government job is safe. They want me to prepare full time for Banking PO. I am studying in Amity Chennai.,Government Exam Path
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for UPSC. I am studying in Amity Chennai.",Government Exam Path
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in IIT Madras Nashik.",Higher Studies First
"Hey, my father got laid off last month from his company in Delhi. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in VJTI Delhi.",Job First (Financial Stability)
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in IIT Bombay Nashik.,Balanced Job + Study Plan
I realized I don't know anything practical. Planning to join coding bootcamp or online courses full time. I am studying in COEP Mumbai.,Skill Development First
Breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in local college Pune.,Emotional Counseling Needed
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in IIT Madras Nashik.",Emotional Counseling Needed
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in MIT WPU Chennai.",Balanced Job + Study Plan
Communication and confidence bahut low hai. First I need to improve soft skills and get practical experience. I am studying in IIT Madras Thane.,Skill Development First
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in SPIT Hyderabad.",Balanced Job + Study Plan
My parents strongly believe only government job is safe. They want me to prepare full time for UPSC. I am studying in IIT Madras Hyderabad.,Government Exam Path
"My father got laid off last month from his company in Hyderabad. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in SPIT Hyderabad.",Job First (Financial Stability)
Will help in family business in morning and continue MCA in evening batch. I am studying in Symbiosis Bangalore.,Balanced Job + Study Plan
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in MIT WPU Nashik.",Career Guidance Needed
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in COEP Bangalore.,Government Exam Path
"Hey, parents want government job, I want tech, but I like business also. Completely lost. I am studying in IIT Bombay Nashik.",Career Guidance Needed
"Hey, my mother needs surgery and we have no savings. I was planning GATE but now I think job first is the only option. I am studying in Symbiosis Chennai.",Job First (Financial Stability)
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in IIT Madras Pune.",Emotional Counseling Needed
"Hey, cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in COEP Chennai.",Higher Studies First
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in Amity Pune.,Government Exam Path
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in SPIT Hyderabad.",Job First (Financial Stability)
"Resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in IIT Madras Nagpur.",Skill Development First
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in SPIT Thane.",Job First (Financial Stability)
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in MIT WPU Mumbai.,Government Exam Path
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in COEP Aurangabad.",Government Exam Path
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in MIT WPU Kolhapur.",Emotional Counseling Needed
"Hey, my parents strongly believe only government job is safe. They want me to prepare full time for CAT. I am studying in local college Bangalore.",Government Exam Path
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in PICT Hyderabad.",Career Guidance Needed
I got admission in MBA at IIM Ahmedabad but family is worried about money. Still I believe this is the best investment for my future. I am studying in Amity Aurangabad.,Higher Studies First
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Madras Delhi.",Career Guidance Needed
"Hey, after my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Bombay Nagpur.",Emotional Counseling Needed
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in IIT Bombay Delhi.",Emotional Counseling Needed
"Hey, planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in Amity Delhi.",Balanced Job + Study Plan
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in Symbiosis Thane.",Balanced Job + Study Plan
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in IIT Bombay Mumbai.",Skill Development First
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in Amity Delhi.",Career Guidance Needed
"Hey, private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in MIT WPU Chennai.",Government Exam Path
"Hey, will help in family business in morning and continue MCA in evening batch. I am studying in IIT Madras Aurangabad.",Balanced Job + Study Plan
"Hey, got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in COEP Mumbai.",Balanced Job + Study Plan
"My father got laid off last month from his company in Bangalore. With hospital bills and EMIs pending, I have to take a job immediately instead of thinking about MBA or MS. I am studying in VJTI Bangalore.",Job First (Financial Stability)
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in IIT Bombay Kolhapur.",Job First (Financial Stability)
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in Amity Nagpur.",Higher Studies First
"After my mother's death last month, nothing feels important. Career decisions have become impossible. I am studying in Amity Mumbai.",Emotional Counseling Needed
"Hey, keep changing my mind every week. Need someone experienced to show me right path. I am studying in VJTI Pune.",Career Guidance Needed
I got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in MIT WPU Chennai.,Higher Studies First
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in COEP Kolhapur.",Government Exam Path
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in COEP Thane.",Job First (Financial Stability)
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in Symbiosis Thane.",Career Guidance Needed
My mother needs surgery and we have no savings. I was planning GRE but now I think job first is the only option.,Job First (Financial Stability)
"Hey, breakup ke baad main completely broken hoon. Can't focus on studies or placements. Need emotional support. I am studying in COEP Aurangabad.",Emotional Counseling Needed
"Cleared GRE with good score and got offer from good US university for MS in CS. Even if expensive, I want to go for higher studies. I am studying in VJTI Nagpur.",Higher Studies First
Planning to work for 1-2 years and then do MBA so I can have both experience and better qualification. I am studying in VJTI Delhi.,Balanced Job + Study Plan
"Hey, i love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in IIT Bombay Hyderabad.",Higher Studies First
I love research and want to do MTech from IIT Bombay. Ready to take education loan if needed because long term growth matters more. I am studying in COEP Chennai.,Higher Studies First
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in VJTI Thane.,Government Exam Path
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in PICT Pune.",Emotional Counseling Needed
"Hey, my mother needs surgery and we have no savings. I was planning SSC CGL but now I think job first is the only option.",Job First (Financial Stability)
"After dad's sudden death, all responsibility came on me. Higher studies feel like a luxury I can't afford anymore. I am studying in Symbiosis Thane.",Job First (Financial Stability)
"Severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Pune University Aurangabad.",Emotional Counseling Needed
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in Amity Delhi.",Skill Development First
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in Amity Aurangabad.,Balanced Job + Study Plan
"Hey, despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in COEP Aurangabad.",Higher Studies First
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in MIT WPU Nashik.,Balanced Job + Study Plan
My parents strongly believe only government job is safe. They want me to prepare full time for Railway. I am studying in COEP Thane.,Government Exam Path
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in VJTI Nagpur.,Career Guidance Needed
"Confused between job, MBA, government exams and startup. No clear direction at all. I am studying in SPIT Pune.",Career Guidance Needed
"Parents want government job, I want tech, but I like business also. Completely lost. I am studying in IIT Bombay Thane.",Career Guidance Needed
"Hey, i have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in COEP Nashik.",Government Exam Path
Have a part-time job and will prepare for government exams simultaneously. I am studying in Symbiosis Nashik.,Balanced Job + Study Plan
Will help in family business in morning and continue MCA in evening batch. I am studying in Pune University Bangalore.,Balanced Job + Study Plan
"Despite financial issues, I want to pursue MCA from a reputed college because specialization will help me a lot in career. I am studying in PICT Nashik.",Higher Studies First
Family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in Pune University Kolhapur.,Government Exam Path
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Bombay Mumbai.,Career Guidance Needed
"Hey, too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in Pune University Mumbai.",Career Guidance Needed
Have a part-time job and will prepare for government exams simultaneously. I am studying in PICT Hyderabad.,Balanced Job + Study Plan
Got offer from TCS but I also want to prepare for CAT. Will join job and study side by side. I am studying in SPIT Chennai.,Balanced Job + Study Plan
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in Symbiosis Nashik.",Balanced Job + Study Plan
I have already cleared prelims of MPSC once. Now I am fully dedicated towards government exams for stability and respect. I am studying in IIT Madras Nashik.,Government Exam Path
"Hey, have a part-time job and will prepare for government exams simultaneously. I am studying in Pune University Pune.",Balanced Job + Study Plan
I got admission in MBA at IIM Bangalore but family is worried about money. Still I believe this is the best investment for my future. I am studying in IIT Bombay Mumbai.,Higher Studies First
"Hey, severe anxiety and overthinking about future. Can't sleep, can't study. I think I need counseling first. I am studying in Amity Mumbai.",Emotional Counseling Needed
Too many options and I don't know what suits my interest and skills. Need proper guidance. I am studying in IIT Bombay Nagpur.,Career Guidance Needed
Private jobs feel risky and unstable. That's why I am preparing for SSC CGL and banking exams. I am studying in local college Thane.,Government Exam Path
"Hey, resume is blank - no projects, no internships. I should build strong skills before thinking about placements or higher studies. I am studying in local college Thane.",Skill Development First
"Hey, family pressure is high for government job. I am focusing only on UPSC preparation now. I am studying in PICT Kolhapur.",Government Exam Path
Constant family pressure + studies ne mera burnout kar diya hai. I need someone to talk to. I am studying in VJTI Bangalore.,Emotional Counseling Needed
Will help in family business in morning and continue MCA in evening batch. I am studying in IIT Madras Bangalore.,Balanced Job + Study Plan
"Hey, heavy education loan on my father already. I can't put more burden, so I decided to focus on placements right now. I am studying in Symbiosis Aurangabad.",Job First (Financial Stability)
Have a part-time job and will prepare for government exams simultaneously. I am studying in local college Nagpur.,Balanced Job + Study Plan
