input,decision
I feel unprepared for placements. I want to build practical confidence. I feel stuck between responsibility and ambition. ,Skill Development First
there is heavy education loan pressure. I want financial stability before future plans. I feel confused and unsure about my next step. ,Job First (Financial Stability)
I believe advanced education is important. I want better leadership opportunities later. I feel confused and unsure about my next step. ,Higher Studies First
medical expenses at home are increasing. I want to help my parents financially. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
I am confused between job business and studies. I need clarity before choosing a path. This is affecting both my confidence and planning. ,Career Guidance Needed
I feel emotionally exhausted every day. I feel emotionally exhausted. I feel stuck between responsibility and ambition. ,Emotional Counseling Needed
I feel confused between multiple career options. I need clarity before choosing a path. I feel confused and unsure about my next step. ,Career Guidance Needed
I want to manage both career and education. I want disciplined dual progress. I do not want to regret my decision later. ,Balanced Job + Study Plan
I want stronger academic qualifications. I am confused between a small job and further education. I keep overthinking this decision every day. ,Higher Studies First
I want better long-term career growth. I do not want to settle too early. I want to make the right long-term decision. ,Higher Studies First
overthinking is affecting my confidence. I feel pressure from inside and outside. I feel stuck between responsibility and ambition. ,Emotional Counseling Needed
I cannot decide what career suits me. I want to choose wisely. I need clarity because time is moving fast. ,Career Guidance Needed
I feel mentally drained all the time. my confidence is broken. I want practical advice for my future. ,Emotional Counseling Needed
I want to prepare for exams while working. I want both practical experience and academic growth. I feel confused and unsure about my next step. ,Balanced Job + Study Plan
I am thinking about part-time studies with a job. I want to avoid regret later. I do not want to regret my decision later. ,Balanced Job + Study Plan
I want to support family and continue studies. I need a practical balanced roadmap. I want practical advice for my future. ,Balanced Job + Study Plan
I need both income and long-term career growth. I need a practical balanced roadmap. This situation is creating a lot of pressure for me. ,Balanced Job + Study Plan
I want long-term job security. I want a secure future. I keep overthinking this decision every day. ,Government Exam Path
I am planning for MTech. I want stronger future stability through education. I feel confused and unsure about my next step. ,Higher Studies First
my coding skills are weak. I need stronger professional readiness. This is affecting both my confidence and planning. ,Skill Development First
I am thinking about banking exams. I want predictable career growth. I feel confused and unsure about my next step. ,Government Exam Path
I need to support my family urgently. I feel responsibility is more important right now. I feel confused and unsure about my next step. ,Job First (Financial Stability)
my father is nearing retirement. I want financial stability before future plans. I feel confused and unsure about my next step. ,Job First (Financial Stability)
"my father is nearing retirement. I want to reduce family pressure first. I want a realistic path, not just motivation. ",Job First (Financial Stability)
I need to support my family urgently. I feel immediate income is necessary. I do not want to regret my decision later. ,Job First (Financial Stability)
I am planning for MTech. I want to invest in education first. I feel confused and unsure about my next step. ,Higher Studies First
I want to prepare for CAT seriously. I want stronger future stability through education. I do not want to regret my decision later. ,Higher Studies First
I want financial stability without giving up higher studies. I want steady progress in both areas. I keep overthinking this decision every day. ,Balanced Job + Study Plan
my father lost his job. I want to reduce family pressure first. This situation is creating a lot of pressure for me. ,Job First (Financial Stability)
my family strongly prefers government jobs. I want predictable career growth. I feel confused and unsure about my next step. ,Government Exam Path
"I do not understand my strengths clearly. I do not want future regret. I want a realistic path, not just motivation. ",Career Guidance Needed
we are facing serious financial problems at home. I want to help my parents financially. I keep overthinking this decision every day. ,Job First (Financial Stability)
I need internship experience first. I need stronger professional readiness. I feel confused and unsure about my next step. ,Skill Development First
I want to prepare for CAT seriously. I want long-term professional growth. This is affecting both my confidence and planning. ,Higher Studies First
overthinking is affecting my confidence. I feel lost and overwhelmed. I need clarity because time is moving fast. ,Emotional Counseling Needed
everyone gives me different advice. I want clarity instead of confusion. I want to make the right long-term decision. ,Career Guidance Needed
I want to support family and continue studies. I want disciplined dual progress. I do not want to regret my decision later. ,Balanced Job + Study Plan
I want to support family and continue studies. I want financial and academic security together. I keep overthinking this decision every day. ,Balanced Job + Study Plan
I feel confused between multiple career options. I need clarity before choosing a path. This situation is creating a lot of pressure for me. ,Career Guidance Needed
I want to prepare for exams while working. I want steady progress in both areas. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
I need to support my family urgently. I want to help my parents financially. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
my parents want me to prepare for UPSC. I feel pressure to choose stability. I feel stuck between responsibility and ambition. ,Government Exam Path
I want financial stability without giving up higher studies. I need a practical balanced roadmap. I want to make the right long-term decision. ,Balanced Job + Study Plan
"I have no clear direction for my future. I want structured career guidance. I want a realistic path, not just motivation. ",Career Guidance Needed
my resume is not strong enough. I need real project experience. I want to make the right long-term decision. ,Skill Development First
I feel burnt out and lost. I cannot make career decisions clearly. I feel confused and unsure about my next step. ,Emotional Counseling Needed
I want stronger academic qualifications. I want stronger future stability through education. I feel stuck between responsibility and ambition. ,Higher Studies First
I lack confidence in interviews. I feel I need internships first. This situation is creating a lot of pressure for me. ,Skill Development First
my resume is not strong enough. I feel I need internships first. This situation is creating a lot of pressure for me. ,Skill Development First
I am struggling with self-doubt. I feel pressure from inside and outside. I want to make the right long-term decision. ,Emotional Counseling Needed
I want practical experience and academic growth together. I want both learning and earning. I feel confused and unsure about my next step. ,Balanced Job + Study Plan
family emotional pressure is affecting me. I need stability before choosing anything. I want to make the right long-term decision. ,Emotional Counseling Needed
my father lost his job. I want to reduce family pressure first. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
I am thinking about banking exams. I believe government jobs offer peace of mind. I feel stuck between responsibility and ambition. ,Government Exam Path
I get rejected in interviews often. I want to become job-ready first. I do not want to regret my decision later. ,Skill Development First
my resume is not strong enough. I want to improve before applying for jobs. I want to make the right long-term decision. ,Skill Development First
everyone gives me different advice. I need clarity before choosing a path. I feel stuck between responsibility and ambition. ,Career Guidance Needed
I prefer a balanced long-term strategy. I want financial and academic security together. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
I get rejected in interviews often. I want better confidence before career decisions. I keep overthinking this decision every day. ,Skill Development First
I am confused between SSC preparation and private job. I believe government jobs offer peace of mind. I keep overthinking this decision every day. ,Government Exam Path
I feel mentally drained all the time. I feel emotionally exhausted. I feel stuck between responsibility and ambition. ,Emotional Counseling Needed
I am thinking about part-time studies with a job. I prefer flexible career planning. I do not want to regret my decision later. ,Balanced Job + Study Plan
I am struggling with self-doubt. I feel lost and overwhelmed. I want practical advice for my future. ,Emotional Counseling Needed
government job stability matters to my family. I want stable income and benefits. I want to make the right long-term decision. ,Government Exam Path
I am thinking about banking exams. I want stable income and benefits. This is affecting both my confidence and planning. ,Government Exam Path
there is heavy education loan pressure. I feel responsibility is more important right now. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
"my father is nearing retirement. I am confused between getting a job and higher studies. I want a realistic path, not just motivation. ",Job First (Financial Stability)
my father is nearing retirement. I want to help my parents financially. I want practical advice for my future. ,Job First (Financial Stability)
my coding skills are weak. I want to improve before applying for jobs. I keep overthinking this decision every day. ,Skill Development First
I am thinking about part-time studies with a job. I want both practical experience and academic growth. I feel confused and unsure about my next step. ,Balanced Job + Study Plan
I feel lost about my next step. I want to choose wisely. I want to make the right long-term decision. ,Career Guidance Needed
I am thinking about part-time studies with a job. I prefer flexible career planning. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
anxiety is affecting my studies. I cannot make career decisions clearly. I feel stuck between responsibility and ambition. ,Emotional Counseling Needed
I need to support my family urgently. I am confused between getting a job and higher studies. I need clarity because time is moving fast. ,Job First (Financial Stability)
my family depends on me financially. I feel responsibility is more important right now. I feel confused and unsure about my next step. ,Job First (Financial Stability)
I want to prepare for state public service exams. I want structured career growth. I want practical advice for my future. ,Government Exam Path
"I believe advanced education is important. I am confused between a small job and further education. I want a realistic path, not just motivation. ",Higher Studies First
I want a secure career path. I want predictable career growth. I feel stuck between responsibility and ambition. ,Government Exam Path
my family strongly prefers government jobs. I want predictable career growth. This situation is creating a lot of pressure for me. ,Government Exam Path
medical expenses at home are increasing. I want to help my parents financially. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
my family depends on me financially. I am confused between getting a job and higher studies. I keep overthinking this decision every day. ,Job First (Financial Stability)
I believe advanced education is important. I want to invest in education first. I keep overthinking this decision every day. ,Higher Studies First
"I need internship experience first. I want better confidence before career decisions. I want a realistic path, not just motivation. ",Skill Development First
I am thinking about part-time studies with a job. I want steady progress in both areas. I feel confused and unsure about my next step. ,Balanced Job + Study Plan
my family depends on me financially. I feel responsibility is more important right now. I keep overthinking this decision every day. ,Job First (Financial Stability)
I prefer a balanced long-term strategy. I need a practical balanced roadmap. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
I am thinking about part-time studies with a job. I believe balance is better than extremes. I feel confused and unsure about my next step. ,Balanced Job + Study Plan
I believe specialization will improve my future. I want stronger future stability through education. I feel confused and unsure about my next step. ,Higher Studies First
my parents are struggling with monthly expenses. I want financial stability before future plans. I want to make the right long-term decision. ,Job First (Financial Stability)
I feel lost about my next step. I want structured career guidance. I want practical advice for my future. ,Career Guidance Needed
I feel emotionally exhausted every day. I cannot focus on future planning. This is affecting both my confidence and planning. ,Emotional Counseling Needed
I want to pursue MBA. I feel academics should be my priority. I keep overthinking this decision every day. ,Higher Studies First
I feel lost about my next step. I do not want future regret. I need clarity because time is moving fast. ,Career Guidance Needed
I need both income and long-term career growth. I want both practical experience and academic growth. I do not want to regret my decision later. ,Balanced Job + Study Plan
I am preparing for competitive public sector exams. I want predictable career growth. I need clarity because time is moving fast. ,Government Exam Path
I need internship experience first. I want to build practical confidence. I need clarity because time is moving fast. ,Skill Development First
"my parents are struggling with monthly expenses. I want financial stability before future plans. I want a realistic path, not just motivation. ",Job First (Financial Stability)
I am preparing for competitive public sector exams. I want respect and stability together. This is affecting both my confidence and planning. ,Government Exam Path
"I get rejected in interviews often. I want to improve before applying for jobs. I want a realistic path, not just motivation. ",Skill Development First
I am confused between SSC preparation and private job. I believe government jobs offer peace of mind. I want to make the right long-term decision. ,Government Exam Path
"I want to study abroad for masters. I feel academics should be my priority. I want a realistic path, not just motivation. ",Higher Studies First
"I want to manage both career and education. I need a practical balanced roadmap. I want a realistic path, not just motivation. ",Balanced Job + Study Plan
I want to study abroad for masters. I want stronger career opportunities later. I feel confused and unsure about my next step. ,Higher Studies First
everyone gives me different advice. I want to choose wisely. This situation is creating a lot of pressure for me. ,Career Guidance Needed
I want better long-term career growth. I want stronger future stability through education. I feel stuck between responsibility and ambition. ,Higher Studies First
I do not understand my strengths clearly. I need help understanding my direction. This situation is creating a lot of pressure for me. ,Career Guidance Needed
I feel stuck between too many choices. I do not want future regret. This situation is creating a lot of pressure for me. ,Career Guidance Needed
I want stronger academic qualifications. I want long-term professional growth. I feel stuck between responsibility and ambition. ,Higher Studies First
I cannot decide what career suits me. I need proper decision support. This situation is creating a lot of pressure for me. ,Career Guidance Needed
I feel lost about my next step. I want confidence in my decisions. I feel stuck between responsibility and ambition. ,Career Guidance Needed
I want to support family and continue studies. I do not want to choose only one path. I keep overthinking this decision every day. ,Balanced Job + Study Plan
overthinking is affecting my confidence. I feel emotionally exhausted. I feel confused and unsure about my next step. ,Emotional Counseling Needed
I prefer a balanced long-term strategy. I do not want to choose only one path. I feel confused and unsure about my next step. ,Balanced Job + Study Plan
I do not know what I should do in life. I want to choose wisely. This situation is creating a lot of pressure for me. ,Career Guidance Needed
"I need internship experience first. I want to become job-ready first. I want a realistic path, not just motivation. ",Skill Development First
government job stability matters to my family. I value job safety the most. I feel confused and unsure about my next step. ,Government Exam Path
government job stability matters to my family. I value job safety the most. This is affecting both my confidence and planning. ,Government Exam Path
"I feel confused between multiple career options. I need clarity before choosing a path. I want a realistic path, not just motivation. ",Career Guidance Needed
my family depends on me financially. I want to reduce family pressure first. This is affecting both my confidence and planning. ,Job First (Financial Stability)
I cannot focus because of emotional stress. my emotions are affecting my decisions. This situation is creating a lot of pressure for me. ,Emotional Counseling Needed
government job stability matters to my family. I want predictable career growth. I feel confused and unsure about my next step. ,Government Exam Path
I get rejected in interviews often. I want stronger placement preparation. I want practical advice for my future. ,Skill Development First
I need proper career clarity. I am scared of making the wrong decision. I want practical advice for my future. ,Career Guidance Needed
I want to prepare for CAT seriously. I think higher studies may help me more in the future. I do not want to regret my decision later. ,Higher Studies First
my father lost his job. I am confused between getting a job and higher studies. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
my family business is running at a loss. I may need to postpone higher studies. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
"I need stronger technical skills. I want better communication confidence. I want a realistic path, not just motivation. ",Skill Development First
medical expenses at home are increasing. I want to help my parents financially. This situation is creating a lot of pressure for me. ,Job First (Financial Stability)
I need internship experience first. I want better confidence before career decisions. I need clarity because time is moving fast. ,Skill Development First
family emotional pressure is affecting me. I want to recover mentally first. I feel stuck between responsibility and ambition. ,Emotional Counseling Needed
everyone gives me different advice. I want clarity instead of confusion. I do not want to regret my decision later. ,Career Guidance Needed
my family strongly prefers government jobs. I want structured career growth. I need clarity because time is moving fast. ,Government Exam Path
government job stability matters to my family. I feel pressure to choose stability. I keep overthinking this decision every day. ,Government Exam Path
my communication skills are poor. I need stronger professional readiness. I do not want to regret my decision later. ,Skill Development First
there is heavy education loan pressure. I want to reduce family pressure first. I do not want to regret my decision later. ,Job First (Financial Stability)
my parents want me to prepare for UPSC. I believe government jobs offer peace of mind. I want practical advice for my future. ,Government Exam Path
my father is nearing retirement. I want to help my parents financially. I need clarity because time is moving fast. ,Job First (Financial Stability)
I do not know what I should do in life. I am scared of making the wrong decision. I feel confused and unsure about my next step. ,Career Guidance Needed
I need internship experience first. I need real project experience. I feel confused and unsure about my next step. ,Skill Development First
overthinking is affecting my confidence. I cannot make career decisions clearly. I feel stuck between responsibility and ambition. ,Emotional Counseling Needed
my coding skills are weak. I need real project experience. This is affecting both my confidence and planning. ,Skill Development First
I lack confidence in interviews. I need stronger professional readiness. I need clarity because time is moving fast. ,Skill Development First
my coding skills are weak. I want better communication confidence. I feel confused and unsure about my next step. ,Skill Development First
I feel unprepared for placements. I need real project experience. I want practical advice for my future. ,Skill Development First
my aptitude preparation is weak. I want better communication confidence. I feel stuck between responsibility and ambition. ,Skill Development First
I need to support my family urgently. I need a stable income quickly. I feel confused and unsure about my next step. ,Job First (Financial Stability)
I get rejected in interviews often. I feel I need internships first. This is affecting both my confidence and planning. ,Skill Development First
"I want to prepare for state public service exams. I want respect and stability together. I want a realistic path, not just motivation. ",Government Exam Path
I want to manage both career and education. I want disciplined dual progress. I keep overthinking this decision every day. ,Balanced Job + Study Plan
there is heavy education loan pressure. I want financial stability before future plans. I need clarity because time is moving fast. ,Job First (Financial Stability)
my family strongly prefers government jobs. I prefer security over high risk. I want to make the right long-term decision. ,Government Exam Path
I want to support family and continue studies. I prefer flexible career planning. This is affecting both my confidence and planning. ,Balanced Job + Study Plan
I feel stuck between too many choices. I want to choose wisely. I want to make the right long-term decision. ,Career Guidance Needed
government job stability matters to my family. I want structured career growth. This is affecting both my confidence and planning. ,Government Exam Path
I prefer a balanced long-term strategy. I want to avoid regret later. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
my father is nearing retirement. I am confused between getting a job and higher studies. I feel confused and unsure about my next step. ,Job First (Financial Stability)
I want better opportunities through postgraduate studies. I want stronger career opportunities later. I want practical advice for my future. ,Higher Studies First
"I want to prepare for state public service exams. I want a secure future. I want a realistic path, not just motivation. ",Government Exam Path
I am confused between job business and studies. I want to choose wisely. I feel confused and unsure about my next step. ,Career Guidance Needed
everyone gives me different advice. I need proper decision support. This situation is creating a lot of pressure for me. ,Career Guidance Needed
there is heavy education loan pressure. I want financial stability before future plans. I feel confused and unsure about my next step. ,Job First (Financial Stability)
I need more practical exposure. I want better confidence before career decisions. I feel confused and unsure about my next step. ,Skill Development First
I feel burnt out and lost. I want to recover mentally first. I keep overthinking this decision every day. ,Emotional Counseling Needed
I need stronger technical skills. I feel I need internships first. I feel stuck between responsibility and ambition. ,Skill Development First
"I want long-term job security. I want a secure future. I want a realistic path, not just motivation. ",Government Exam Path
I feel confused between multiple career options. I feel lost. I feel stuck between responsibility and ambition. ,Career Guidance Needed
I need internship experience first. I want to improve before applying for jobs. I want practical advice for my future. ,Skill Development First
we are facing serious financial problems at home. I think working first may be the right decision. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
I feel emotionally exhausted every day. I feel emotionally exhausted. I want practical advice for my future. ,Emotional Counseling Needed
I am considering online higher education with a job. I want both learning and earning. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
"I feel emotionally unstable lately. I feel pressure from inside and outside. I want a realistic path, not just motivation. ",Emotional Counseling Needed
I feel mentally drained all the time. I feel lost and overwhelmed. I do not want to regret my decision later. ,Emotional Counseling Needed
I want practical experience and academic growth together. I believe balance is better than extremes. I want practical advice for my future. ,Balanced Job + Study Plan
I want to prepare for CAT seriously. I think higher studies may help me more in the future. I need clarity because time is moving fast. ,Higher Studies First
I want to work and prepare for CAT together. I want financial and academic security together. I do not want to regret my decision later. ,Balanced Job + Study Plan
I want to pursue MBA. I want stronger career opportunities later. I want practical advice for my future. ,Higher Studies First
family emotional pressure is affecting me. my emotions are affecting my decisions. I keep overthinking this decision every day. ,Emotional Counseling Needed
my parents want me to prepare for UPSC. I want predictable career growth. I feel confused and unsure about my next step. ,Government Exam Path
I am thinking about banking exams. I want structured career growth. I feel stuck between responsibility and ambition. ,Government Exam Path
I get rejected in interviews often. I want to become job-ready first. I do not want to regret my decision later. ,Skill Development First
I am considering railway exam preparation. I feel pressure to choose stability. I feel stuck between responsibility and ambition. ,Government Exam Path
I am interested in research and higher education. I want stronger career opportunities later. I keep overthinking this decision every day. ,Higher Studies First
anxiety is affecting my studies. I need stability before choosing anything. I feel confused and unsure about my next step. ,Emotional Counseling Needed
my parents want me to prepare for UPSC. I believe government jobs offer peace of mind. I want practical advice for my future. ,Government Exam Path
I have no clear direction for my future. I feel lost. I feel confused and unsure about my next step. ,Career Guidance Needed
I need both income and long-term career growth. I want both learning and earning. I keep overthinking this decision every day. ,Balanced Job + Study Plan
family emotional pressure is affecting me. my confidence is broken. I feel stuck between responsibility and ambition. ,Emotional Counseling Needed
"my family business is running at a loss. I need a stable income quickly. I want a realistic path, not just motivation. ",Job First (Financial Stability)
medical expenses at home are increasing. I think working first may be the right decision. I feel confused and unsure about my next step. ,Job First (Financial Stability)
I need stronger technical skills. I want better communication confidence. I keep overthinking this decision every day. ,Skill Development First
my communication skills are poor. I want to become job-ready first. I want practical advice for my future. ,Skill Development First
overthinking is affecting my confidence. I cannot make career decisions clearly. I feel confused and unsure about my next step. ,Emotional Counseling Needed
I am considering railway exam preparation. I want a secure future. I feel stuck between responsibility and ambition. ,Government Exam Path
family emotional pressure is affecting me. I need mental clarity first. I do not want to regret my decision later. ,Emotional Counseling Needed
medical expenses at home are increasing. I want financial stability before future plans. I do not want to regret my decision later. ,Job First (Financial Stability)
my resume is not strong enough. I need stronger professional readiness. I feel stuck between responsibility and ambition. ,Skill Development First
there is heavy education loan pressure. I think working first may be the right decision. I want practical advice for my future. ,Job First (Financial Stability)
I am interested in research and higher education. I do not want to settle too early. I feel confused and unsure about my next step. ,Higher Studies First
my parents want me to prepare for UPSC. I am scared of private job uncertainty. I feel stuck between responsibility and ambition. ,Government Exam Path
I want to prepare for CAT seriously. I want to invest in education first. I keep overthinking this decision every day. ,Higher Studies First
I feel burnt out and lost. I feel pressure from inside and outside. This situation is creating a lot of pressure for me. ,Emotional Counseling Needed
I need proper career clarity. I am scared of making the wrong decision. I feel confused and unsure about my next step. ,Career Guidance Needed
I need to support my family urgently. I feel responsibility is more important right now. I want to make the right long-term decision. ,Job First (Financial Stability)
family emotional pressure is affecting me. I feel lost and overwhelmed. I want practical advice for my future. ,Emotional Counseling Needed
I want to prepare for exams while working. I want financial and academic security together. I do not want to regret my decision later. ,Balanced Job + Study Plan
I am considering railway exam preparation. I value job safety the most. I keep overthinking this decision every day. ,Government Exam Path
I feel stuck between too many choices. I want clarity instead of confusion. I do not want to regret my decision later. ,Career Guidance Needed
everyone gives me different advice. I do not want future regret. I want practical advice for my future. ,Career Guidance Needed
I feel burnt out and lost. I need stability before choosing anything. I want practical advice for my future. ,Emotional Counseling Needed
"I have no clear direction for my future. I want confidence in my decisions. I want a realistic path, not just motivation. ",Career Guidance Needed
I feel lost about my next step. I want clarity instead of confusion. I feel stuck between responsibility and ambition. ,Career Guidance Needed
I am planning for MTech. I feel academics should be my priority. I want practical advice for my future. ,Higher Studies First
I am considering online higher education with a job. I want disciplined dual progress. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
I feel mentally drained all the time. I feel emotionally exhausted. This situation is creating a lot of pressure for me. ,Emotional Counseling Needed
I need to support my family urgently. I want financial stability before future plans. I feel confused and unsure about my next step. ,Job First (Financial Stability)
I do not know what I should do in life. I need proper decision support. I keep overthinking this decision every day. ,Career Guidance Needed
family emotional pressure is affecting me. I need mental clarity first. I want to make the right long-term decision. ,Emotional Counseling Needed
I believe specialization will improve my future. I want stronger career opportunities later. This is affecting both my confidence and planning. ,Higher Studies First
my family strongly prefers government jobs. I value job safety the most. I want practical advice for my future. ,Government Exam Path
I am confused between job business and studies. I want structured career guidance. I need clarity because time is moving fast. ,Career Guidance Needed
I want practical experience and academic growth together. I prefer flexible career planning. I keep overthinking this decision every day. ,Balanced Job + Study Plan
I am considering railway exam preparation. I feel pressure to choose stability. I keep overthinking this decision every day. ,Government Exam Path
I want to prepare for state public service exams. I prefer security over high risk. I want practical advice for my future. ,Government Exam Path
I am confused between job business and studies. I need proper decision support. I keep overthinking this decision every day. ,Career Guidance Needed
I want long-term job security. I want structured career growth. I do not want to regret my decision later. ,Government Exam Path
my family business is running at a loss. I want to reduce family pressure first. This is affecting both my confidence and planning. ,Job First (Financial Stability)
my resume is not strong enough. I need stronger professional readiness. I want to make the right long-term decision. ,Skill Development First
I want to manage both career and education. I want both learning and earning. I want to make the right long-term decision. ,Balanced Job + Study Plan
overthinking is affecting my confidence. I need mental clarity first. This is affecting both my confidence and planning. ,Emotional Counseling Needed
I am preparing for competitive public sector exams. I believe government jobs offer peace of mind. I keep overthinking this decision every day. ,Government Exam Path
I feel emotionally exhausted every day. I feel emotionally exhausted. I want practical advice for my future. ,Emotional Counseling Needed
"my younger siblings depend on me. I feel responsibility is more important right now. I want a realistic path, not just motivation. ",Job First (Financial Stability)
my father is nearing retirement. I feel guilty choosing studies over earning. I keep overthinking this decision every day. ,Job First (Financial Stability)
my parents are struggling with monthly expenses. I feel guilty choosing studies over earning. I keep overthinking this decision every day. ,Job First (Financial Stability)
"family emotional pressure is affecting me. I feel emotionally exhausted. I want a realistic path, not just motivation. ",Emotional Counseling Needed
I am struggling with self-doubt. I cannot focus on future planning. I need clarity because time is moving fast. ,Emotional Counseling Needed
I want to work and prepare for CAT together. I believe balance is better than extremes. This situation is creating a lot of pressure for me. ,Balanced Job + Study Plan
I want to work and prepare for CAT together. I need a practical balanced roadmap. I feel stuck between responsibility and ambition. ,Balanced Job + Study Plan
my aptitude preparation is weak. I want to improve before applying for jobs. I want to make the right long-term decision. ,Skill Development First
I want to prepare for state public service exams. I am scared of private job uncertainty. I want practical advice for my future. ,Government Exam Path
"we are facing serious financial problems at home. I may need to postpone higher studies. I want a realistic path, not just motivation. ",Job First (Financial Stability)
I need to support my family urgently. I need a stable income quickly. I do not want to regret my decision later. ,Job First (Financial Stability)
I want long-term job security. I am scared of private job uncertainty. This situation is creating a lot of pressure for me. ,Government Exam Path
I feel lost about my next step. I need help understanding my direction. This is affecting both my confidence and planning. ,Career Guidance Needed
I am considering railway exam preparation. I prefer security over high risk. I feel confused and unsure about my next step. ,Government Exam Path
"there is heavy education loan pressure. I think working first may be the right decision. I want a realistic path, not just motivation. ",Job First (Financial Stability)
my aptitude preparation is weak. I want to avoid rushed decisions. I want practical advice for my future. ,Skill Development First
I have no clear direction for my future. I want structured career guidance. I feel stuck between responsibility and ambition. ,Career Guidance Needed
medical expenses at home are increasing. I feel immediate income is necessary. I feel stuck between responsibility and ambition. ,Job First (Financial Stability)
I want to prepare for exams while working. I want financial and academic security together. This situation is creating a lot of pressure for me. ,Balanced Job + Study Plan
I want stronger academic qualifications. I think higher studies may help me more in the future. I do not want to regret my decision later. ,Higher Studies First
I want a secure career path. I want structured career growth. This is affecting both my confidence and planning. ,Government Exam Path
"I cannot decide what career suits me. I want confidence in my decisions. I want a realistic path, not just motivation. ",Career Guidance Needed
I want better opportunities through postgraduate studies. I want stronger career opportunities later. I keep overthinking this decision every day. ,Higher Studies First
overthinking is affecting my confidence. I cannot make career decisions clearly. I do not want to regret my decision later. ,Emotional Counseling Needed
I do not understand my strengths clearly. I want clarity instead of confusion. I keep overthinking this decision every day. ,Career Guidance Needed
I want to prepare for state public service exams. I want structured career growth. I do not want to regret my decision later. ,Government Exam Path
I am thinking about part-time studies with a job. I do not want to choose only one path. This situation is creating a lot of pressure for me. ,Balanced Job + Study Plan
I want financial stability without giving up higher studies. I want both learning and earning. I want to make the right long-term decision. ,Balanced Job + Study Plan
my resume is not strong enough. I want to build practical confidence. This is affecting both my confidence and planning. ,Skill Development First
I want to work and prepare for CAT together. I prefer flexible career planning. I keep overthinking this decision every day. ,Balanced Job + Study Plan
I want to work and prepare for CAT together. I want to avoid regret later. This situation is creating a lot of pressure for me. ,Balanced Job + Study Plan
my father is nearing retirement. I want to reduce family pressure first. I feel confused and unsure about my next step. ,Job First (Financial Stability)
"anxiety is affecting my studies. my confidence is broken. I want a realistic path, not just motivation. ",Emotional Counseling Needed
family emotional pressure is affecting me. I feel pressure from inside and outside. I feel confused and unsure about my next step. ,Emotional Counseling Needed
I want long-term job security. I want a secure future. I want practical advice for my future. ,Government Exam Path
I feel stuck between too many choices. I do not want future regret. I want to make the right long-term decision. ,Career Guidance Needed
my coding skills are weak. I want to avoid rushed decisions. This situation is creating a lot of pressure for me. ,Skill Development First
I do not understand my strengths clearly. I am scared of making the wrong decision. I want practical advice for my future. ,Career Guidance Needed
I do not understand my strengths clearly. I want clarity instead of confusion. I want practical advice for my future. ,Career Guidance Needed
I want a secure career path. I feel pressure to choose stability. I feel confused and unsure about my next step. ,Government Exam Path
my family strongly prefers government jobs. I prefer security over high risk. I do not want to regret my decision later. ,Government Exam Path
I feel unprepared for placements. I need stronger professional readiness. This is affecting both my confidence and planning. ,Skill Development First
I want to prepare for exams while working. I believe balance is better than extremes. I want to make the right long-term decision. ,Balanced Job + Study Plan
I feel emotionally unstable lately. I cannot make career decisions clearly. This situation is creating a lot of pressure for me. ,Emotional Counseling Needed
I want to manage both career and education. I need a practical balanced roadmap. I do not want to regret my decision later. ,Balanced Job + Study Plan
I feel confused between multiple career options. I do not want future regret. I want practical advice for my future. ,Career Guidance Needed
I cannot focus because of emotional stress. I need stability before choosing anything. This is affecting both my confidence and planning. ,Emotional Counseling Needed
I am thinking about part-time studies with a job. I want disciplined dual progress. This situation is creating a lot of pressure for me. ,Balanced Job + Study Plan
"I want to pursue MBA. I do not want to settle too early. I want a realistic path, not just motivation. ",Higher Studies First
my parents want me to prepare for UPSC. I believe government jobs offer peace of mind. I keep overthinking this decision every day. ,Government Exam Path
I am confused between SSC preparation and private job. I want predictable career growth. I feel stuck between responsibility and ambition. ,Government Exam Path
I feel lost about my next step. I need proper decision support. I want to make the right long-term decision. ,Career Guidance Needed
I am considering railway exam preparation. I want stable income and benefits. I do not want to regret my decision later. ,Government Exam Path
family emotional pressure is affecting me. I cannot make career decisions clearly. I want practical advice for my future. ,Emotional Counseling Needed
I feel confused between multiple career options. I want structured career guidance. I feel confused and unsure about my next step. ,Career Guidance Needed
my parents are struggling with monthly expenses. I think working first may be the right decision. This situation is creating a lot of pressure for me. ,Job First (Financial Stability)
I want to work and prepare for CAT together. I want steady progress in both areas. I do not want to regret my decision later. ,Balanced Job + Study Plan
I believe specialization will improve my future. I do not want to settle too early. I need clarity because time is moving fast. ,Higher Studies First
I want better opportunities through postgraduate studies. I do not want to settle too early. I keep overthinking this decision every day. ,Higher Studies First
