input_text,target_label,target_output
"Academic pressure is affecting my sleep and peace of mind, and also i feel mentally exhausted and emotionally drained, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also stress and anxiety are affecting my decisions badly, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also depression is making it hard to stay motivated, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i feel lost and cannot decide what is right for me",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also i feel lost and cannot decide what is right for me, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also emotional stress is making every decision harder",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Academic pressure is affecting my sleep and peace of mind, and also emotional stress is making every decision harder, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also i feel mentally exhausted and emotionally drained",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also i feel mentally exhausted and emotionally drained, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also stress and anxiety are affecting my decisions badly, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also depression is making it hard to stay motivated, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also i feel lost and cannot decide what is right for me",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also i feel lost and cannot decide what is right for me, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also emotional stress is making every decision harder",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel overwhelmed by assignments and deadlines, and also emotional stress is making every decision harder, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also i feel mentally exhausted and emotionally drained",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also i feel mentally exhausted and emotionally drained, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also stress and anxiety are affecting my decisions badly, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also depression is making it hard to stay motivated, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also i feel lost and cannot decide what is right for me",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also i feel lost and cannot decide what is right for me, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also emotional stress is making every decision harder",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Time management problems are ruining my study routine, and also emotional stress is making every decision harder, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also i want to pursue masters and focus on long term growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also i want to pursue masters and focus on long term growth, while my family expects quick decisions",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also research and higher education interest me more than a job",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also research and higher education interest me more than a job, while I also worry about long term stability",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also i want specialization before entering the job market",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also i want specialization before entering the job market, while I want to make the right decision",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also moving abroad for studies feels like the right step",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also moving abroad for studies feels like the right step, and this is affecting my confidence",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also advanced education may help my future career growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also advanced education may help my future career growth, while my family expects quick decisions",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also i want to pursue masters and focus on long term growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also i want to pursue masters and focus on long term growth, while I also worry about long term stability",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also research and higher education interest me more than a job",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also research and higher education interest me more than a job, while I want to make the right decision",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also i want specialization before entering the job market",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also i want specialization before entering the job market, and this is affecting my confidence",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also moving abroad for studies feels like the right step",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also moving abroad for studies feels like the right step, while my family expects quick decisions",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also advanced education may help my future career growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"There is strong pressure at home because of money problems, and also advanced education may help my future career growth, while I also worry about long term stability",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also i want to pursue masters and focus on long term growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also i want to pursue masters and focus on long term growth, while I want to make the right decision",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also research and higher education interest me more than a job",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also research and higher education interest me more than a job, and this is affecting my confidence",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also i want specialization before entering the job market",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also i want specialization before entering the job market, while my family expects quick decisions",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also moving abroad for studies feels like the right step",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also moving abroad for studies feels like the right step, while I also worry about long term stability",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also advanced education may help my future career growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"I feel responsible for helping my family financially, and also advanced education may help my future career growth, while I want to make the right decision",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also i want to pursue masters and focus on long term growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also i want to pursue masters and focus on long term growth, and this is affecting my confidence",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also research and higher education interest me more than a job",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also research and higher education interest me more than a job, while my family expects quick decisions",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also i want specialization before entering the job market",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also i want specialization before entering the job market, while I also worry about long term stability",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also moving abroad for studies feels like the right step",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also moving abroad for studies feels like the right step, while I want to make the right decision",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also advanced education may help my future career growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Loan pressure is making me think about immediate employment, and also advanced education may help my future career growth, and this is affecting my confidence",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also i want to pursue masters and focus on long term growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also i want to pursue masters and focus on long term growth, while my family expects quick decisions",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also research and higher education interest me more than a job",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also research and higher education interest me more than a job, while I also worry about long term stability",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also i want specialization before entering the job market",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also i want specialization before entering the job market, while I want to make the right decision",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also moving abroad for studies feels like the right step",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also moving abroad for studies feels like the right step, and this is affecting my confidence",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also advanced education may help my future career growth",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"Family expectations are pushing me toward a job first, and also advanced education may help my future career growth, while my family expects quick decisions",Job First,Taking a job first may help stabilize finances while keeping future education opportunities open.
"My family needs financial support and I need income soon, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i am confused between job and higher studies and want both, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i need income now but i also want to continue learning, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i want financial stability and future education together, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i want to support my family while preparing for masters, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also balancing career growth and academics feels necessary, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i am confused between job and higher studies and want both, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i need income now but i also want to continue learning, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i want financial stability and future education together, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also i want to support my family while preparing for masters, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"There is strong pressure at home because of money problems, and also balancing career growth and academics feels necessary, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i am confused between job and higher studies and want both, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i need income now but i also want to continue learning, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i want financial stability and future education together, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also i want to support my family while preparing for masters, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"I feel responsible for helping my family financially, and also balancing career growth and academics feels necessary, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i am confused between job and higher studies and want both, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i need income now but i also want to continue learning, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i want financial stability and future education together, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also i want to support my family while preparing for masters, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Loan pressure is making me think about immediate employment, and also balancing career growth and academics feels necessary, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i am confused between job and higher studies and want both",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i am confused between job and higher studies and want both, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i need income now but i also want to continue learning",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i need income now but i also want to continue learning, while I want to make the right decision",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i want financial stability and future education together",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i want financial stability and future education together, and this is affecting my confidence",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i want to support my family while preparing for masters",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also i want to support my family while preparing for masters, while my family expects quick decisions",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also balancing career growth and academics feels necessary",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"Family expectations are pushing me toward a job first, and also balancing career growth and academics feels necessary, while I also worry about long term stability",Balanced Plan,A balanced approach of work and academic planning may help manage responsibilities effectively.
"My family needs financial support and I need income soon, and also i feel mentally exhausted and emotionally drained",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also i feel mentally exhausted and emotionally drained, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also stress and anxiety are affecting my decisions badly, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also depression is making it hard to stay motivated, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also i feel lost and cannot decide what is right for me",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also i feel lost and cannot decide what is right for me, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also emotional stress is making every decision harder",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"My family needs financial support and I need income soon, and also emotional stress is making every decision harder, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also i feel mentally exhausted and emotionally drained",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also i feel mentally exhausted and emotionally drained, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also stress and anxiety are affecting my decisions badly, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also depression is making it hard to stay motivated, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also i feel lost and cannot decide what is right for me",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also i feel lost and cannot decide what is right for me, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also emotional stress is making every decision harder",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"There is strong pressure at home because of money problems, and also emotional stress is making every decision harder, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also i feel mentally exhausted and emotionally drained",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also i feel mentally exhausted and emotionally drained, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also stress and anxiety are affecting my decisions badly, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also depression is making it hard to stay motivated, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also i feel lost and cannot decide what is right for me",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also i feel lost and cannot decide what is right for me, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also emotional stress is making every decision harder",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"I feel responsible for helping my family financially, and also emotional stress is making every decision harder, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also i feel mentally exhausted and emotionally drained",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also i feel mentally exhausted and emotionally drained, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also stress and anxiety are affecting my decisions badly, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also depression is making it hard to stay motivated, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also i feel lost and cannot decide what is right for me",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also i feel lost and cannot decide what is right for me, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also emotional stress is making every decision harder",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Loan pressure is making me think about immediate employment, and also emotional stress is making every decision harder, while I also worry about long term stability",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Family expectations are pushing me toward a job first, and also i feel mentally exhausted and emotionally drained",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Family expectations are pushing me toward a job first, and also i feel mentally exhausted and emotionally drained, while I want to make the right decision",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Family expectations are pushing me toward a job first, and also stress and anxiety are affecting my decisions badly",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Family expectations are pushing me toward a job first, and also stress and anxiety are affecting my decisions badly, and this is affecting my confidence",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Family expectations are pushing me toward a job first, and also depression is making it hard to stay motivated",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
"Family expectations are pushing me toward a job first, and also depression is making it hard to stay motivated, while my family expects quick decisions",Counseling Needed,Seeking guidance from a mentor or counselor may help restore clarity and support better long term decisions.
