input_text,target_label,target_output
"Because of exam stress, low self-confidence, and poor concentration, I feel lost between responsibility and my goal of study abroad.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I want long-term growth, but competitive exam pressure, entrance exam stress, and rent and living expenses pressure are forcing me to rethink higher studies.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I want long-term growth, but family financial pressure, exam stress, and father lost job are forcing me to rethink higher studies.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"My family expects results, but I am dealing with family health expenses, poor concentration, and low CGPA while trying to pursue family business.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Everyone around me is moving ahead, but I am stuck with emotional exhaustion, responsibility to support parents, and rent and living expenses pressure, and I want bank exam preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"Life feels very unstable due to project deadline pressure, education loan burden, and emotional exhaustion, but I still hope for family business.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I want long-term growth, but rent and living expenses pressure, education loan burden, and depression are forcing me to rethink study abroad.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I am mentally exhausted because of family health expenses, relationship breakup, and mental burnout. I do not know whether I should continue toward software job.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"My family expects results, but I am dealing with low CGPA, father lost job, and exam stress while trying to pursue stable job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I am mentally exhausted because of father lost job, depression, and comparison with friends. I do not know whether I should continue toward study abroad.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Because of low CGPA, assignment overload, and entrance exam stress, I feel lost between responsibility and my goal of research career.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I want long-term growth, but family financial pressure, toxic relationship, and semester pressure are forcing me to rethink bank exam preparation.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel trapped because of assignment overload, toxic relationship, and anxiety, but I still want startup idea.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"I want long-term growth, but household financial burden, assignment overload, and urgent medical expenses at home are forcing me to rethink startup idea.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I feel trapped because of family health expenses, father lost job, and comparison with friends, but I still want research career.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"My family expects results, but I am dealing with low CGPA, depression, and exam stress while trying to pursue bank exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I feel guilty because of lack of motivation, education loan burden, and need immediate income, while my future goal is still family business.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I want long-term growth, but toxic relationship, entrance exam stress, and anxiety are forcing me to rethink MBA preparation.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I am mentally exhausted because of rent and living expenses pressure, fear of failure, and backlogs. I do not know whether I should continue toward family business.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"Everyone around me is moving ahead, but I am stuck with competitive exam pressure, father lost job, and semester pressure, and I want MBA preparation.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I want long-term growth, but low CGPA, low self-confidence, and education loan burden are forcing me to rethink study abroad.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Because of low family income, fear of disappointing parents, and family financial pressure, I feel confused between survival and my dream of study abroad.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I want long-term growth, but relationship breakup, low self-confidence, and household financial burden are forcing me to rethink startup idea.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"Because of relationship breakup, fear of disappointing parents, and depression, I feel lost between responsibility and my goal of MBA preparation.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"Everyone around me is moving ahead, but I am stuck with need immediate income, depression, and lack of motivation, and I want startup idea.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"I am mentally exhausted because of household financial burden, responsibility to support parents, and depression. I do not know whether I should continue toward software job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Because of entrance exam stress, emotional exhaustion, and lack of motivation, I feel confused between survival and my dream of higher studies.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"Everyone around me is moving ahead, but I am stuck with toxic relationship, relationship breakup, and lack of motivation, and I want study abroad.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"Life feels very unstable due to fear of disappointing parents, low family income, and project deadline pressure, but I still hope for software job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Everyone around me is moving ahead, but I am stuck with urgent medical expenses at home, fear of disappointing parents, and mental burnout, and I want family business.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"My family expects results, but I am dealing with responsibility to support parents, assignment overload, and low family income while trying to pursue family business.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"Because of household financial burden, anxiety, and assignment overload, I feel lost between responsibility and my goal of research career.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I feel guilty because of low self-confidence, poor concentration, and fear of disappointing parents, while my future goal is still bank exam preparation.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"My family expects results, but I am dealing with anxiety, fear of disappointing parents, and low family income while trying to pursue stable job.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I want long-term growth, but depression, toxic relationship, and family financial pressure are forcing me to rethink MBA preparation.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel guilty because of fear of disappointing parents, comparison with friends, and entrance exam stress, while my future goal is still higher studies.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Everyone around me is moving ahead, but I am stuck with project deadline pressure, relationship breakup, and low family income, and I want software job.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I am mentally exhausted because of anxiety, depression, and family financial pressure. I do not know whether I should continue toward startup idea.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"Everyone around me is moving ahead, but I am stuck with depression, fear of disappointing parents, and semester pressure, and I want stable job.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"My family expects results, but I am dealing with relationship breakup, fear of failure, and education loan burden while trying to pursue stable job.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I want long-term growth, but assignment overload, semester pressure, and urgent medical expenses at home are forcing me to rethink MBA preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"My confidence is low because of project deadline pressure, father lost job, and anxiety, and I cannot decide if study abroad is realistic.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel guilty because of competitive exam pressure, comparison with friends, and education loan burden, while my future goal is still startup idea.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Because of assignment overload, mental burnout, and depression, I feel confused between survival and my dream of MBA preparation.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Everyone around me is moving ahead, but I am stuck with assignment overload, family health expenses, and anxiety, and I want software job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Life feels very unstable due to entrance exam stress, semester pressure, and lack of motivation, but I still hope for government exam preparation.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"My confidence is low because of anxiety, comparison with friends, and family health expenses, and I cannot decide if higher studies is realistic.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I feel trapped because of father lost job, assignment overload, and comparison with friends, but I still want study abroad.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I feel trapped because of urgent medical expenses at home, entrance exam stress, and exam stress, but I still want bank exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I feel guilty because of toxic relationship, rent and living expenses pressure, and low family income, while my future goal is still MBA preparation.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Because of exam stress, relationship breakup, and toxic relationship, I feel lost between responsibility and my goal of MBA preparation.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Life feels very unstable due to competitive exam pressure, low self-confidence, and assignment overload, but I still hope for higher studies.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I want long-term growth, but low self-confidence, education loan burden, and fear of disappointing parents are forcing me to rethink research career.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel guilty because of relationship breakup, poor concentration, and fear of disappointing parents, while my future goal is still government exam preparation.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"I feel guilty because of low CGPA, lack of motivation, and backlogs, while my future goal is still bank exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"Life feels very unstable due to anxiety, semester pressure, and family financial pressure, but I still hope for software job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I want long-term growth, but need immediate income, fear of disappointing parents, and father lost job are forcing me to rethink family business.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I feel guilty because of need immediate income, low self-confidence, and mental burnout, while my future goal is still bank exam preparation.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"I feel trapped because of need immediate income, entrance exam stress, and depression, but I still want software job.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"My family expects results, but I am dealing with father lost job, low CGPA, and backlogs while trying to pursue stable job.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I am mentally exhausted because of assignment overload, low self-confidence, and relationship breakup. I do not know whether I should continue toward study abroad.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Life feels very unstable due to poor concentration, need immediate income, and comparison with friends, but I still hope for study abroad.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Because of relationship breakup, family financial pressure, and assignment overload, I feel lost between responsibility and my goal of higher studies.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Because of toxic relationship, family health expenses, and assignment overload, I feel lost between responsibility and my goal of MBA preparation.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I feel trapped because of household financial burden, project deadline pressure, and family health expenses, but I still want higher studies.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"My family expects results, but I am dealing with depression, responsibility to support parents, and low self-confidence while trying to pursue MBA preparation.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"My family expects results, but I am dealing with need immediate income, low family income, and fear of failure while trying to pursue MBA preparation.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"My confidence is low because of depression, father lost job, and fear of disappointing parents, and I cannot decide if bank exam preparation is realistic.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"I feel guilty because of emotional exhaustion, depression, and backlogs, while my future goal is still bank exam preparation.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"Everyone around me is moving ahead, but I am stuck with father lost job, household financial burden, and family health expenses, and I want MBA preparation.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"My family expects results, but I am dealing with lack of motivation, entrance exam stress, and mental burnout while trying to pursue government exam preparation.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel trapped because of urgent medical expenses at home, rent and living expenses pressure, and low family income, but I still want higher studies.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I feel guilty because of fear of disappointing parents, backlogs, and exam stress, while my future goal is still bank exam preparation.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I feel trapped because of comparison with friends, fear of failure, and toxic relationship, but I still want study abroad.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"My family expects results, but I am dealing with semester pressure, relationship breakup, and mental burnout while trying to pursue software job.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"I feel guilty because of fear of disappointing parents, low self-confidence, and education loan burden, while my future goal is still MBA preparation.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel trapped because of comparison with friends, anxiety, and competitive exam pressure, but I still want family business.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"I feel trapped because of fear of failure, low self-confidence, and entrance exam stress, but I still want government exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I feel guilty because of family health expenses, depression, and poor concentration, while my future goal is still government exam preparation.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I feel trapped because of education loan burden, semester pressure, and project deadline pressure, but I still want MBA preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"Because of anxiety, poor concentration, and family health expenses, I feel lost between responsibility and my goal of research career.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Because of education loan burden, exam stress, and lack of motivation, I feel lost between responsibility and my goal of higher studies.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Because of mental burnout, family health expenses, and project deadline pressure, I feel lost between responsibility and my goal of family business.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"Because of toxic relationship, relationship breakup, and mental burnout, I feel confused between survival and my dream of software job.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"Everyone around me is moving ahead, but I am stuck with comparison with friends, exam stress, and backlogs, and I want software job.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I am mentally exhausted because of family financial pressure, toxic relationship, and urgent medical expenses at home. I do not know whether I should continue toward study abroad.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I want long-term growth, but responsibility to support parents, urgent medical expenses at home, and rent and living expenses pressure are forcing me to rethink bank exam preparation.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"My family expects results, but I am dealing with family health expenses, need immediate income, and backlogs while trying to pursue stable job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Everyone around me is moving ahead, but I am stuck with need immediate income, low CGPA, and depression, and I want higher studies.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Everyone around me is moving ahead, but I am stuck with semester pressure, father lost job, and responsibility to support parents, and I want startup idea.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"Everyone around me is moving ahead, but I am stuck with family financial pressure, depression, and responsibility to support parents, and I want MBA preparation.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I feel guilty because of fear of failure, exam stress, and comparison with friends, while my future goal is still government exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I am mentally exhausted because of backlogs, rent and living expenses pressure, and fear of failure. I do not know whether I should continue toward MBA preparation.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I am mentally exhausted because of exam stress, family financial pressure, and rent and living expenses pressure. I do not know whether I should continue toward bank exam preparation.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I am mentally exhausted because of fear of failure, father lost job, and relationship breakup. I do not know whether I should continue toward higher studies.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I am mentally exhausted because of exam stress, entrance exam stress, and low family income. I do not know whether I should continue toward study abroad.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I feel guilty because of responsibility to support parents, family financial pressure, and poor concentration, while my future goal is still government exam preparation.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I feel guilty because of low self-confidence, relationship breakup, and education loan burden, while my future goal is still startup idea.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"Everyone around me is moving ahead, but I am stuck with depression, backlogs, and education loan burden, and I want bank exam preparation.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I am mentally exhausted because of emotional exhaustion, family health expenses, and lack of motivation. I do not know whether I should continue toward startup idea.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"I am mentally exhausted because of mental burnout, assignment overload, and fear of failure. I do not know whether I should continue toward bank exam preparation.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"I feel guilty because of low CGPA, education loan burden, and family health expenses, while my future goal is still family business.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"I want long-term growth, but father lost job, assignment overload, and relationship breakup are forcing me to rethink startup idea.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"Because of education loan burden, need immediate income, and father lost job, I feel confused between survival and my dream of stable job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Because of fear of failure, depression, and family financial pressure, I feel confused between survival and my dream of government exam preparation.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel trapped because of low self-confidence, emotional exhaustion, and mental burnout, but I still want stable job.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"I feel guilty because of family financial pressure, fear of disappointing parents, and backlogs, while my future goal is still research career.",Balanced Plan,You do not need an extreme decision right now. A balanced plan where you manage present responsibilities while slowly preparing for future goals is often the safest path.
"I feel guilty because of competitive exam pressure, education loan burden, and exam stress, while my future goal is still software job.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"Everyone around me is moving ahead, but I am stuck with fear of failure, emotional exhaustion, and semester pressure, and I want bank exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"Because of lack of motivation, entrance exam stress, and rent and living expenses pressure, I feel confused between survival and my dream of stable job.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"Because of exam stress, backlogs, and family health expenses, I feel confused between survival and my dream of bank exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"Because of low family income, emotional exhaustion, and assignment overload, I feel confused between survival and my dream of stable job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Because of exam stress, education loan burden, and backlogs, I feel confused between survival and my dream of government exam preparation.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I feel guilty because of low family income, responsibility to support parents, and rent and living expenses pressure, while my future goal is still study abroad.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"My family expects results, but I am dealing with anxiety, emotional exhaustion, and low self-confidence while trying to pursue startup idea.",Counseling Needed,"Your emotional wellbeing should come first. When mental health becomes unstable, career decisions become unclear. Stabilizing yourself emotionally is part of progress, not delay."
"Life feels very unstable due to responsibility to support parents, family financial pressure, and anxiety, but I still hope for stable job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"My confidence is low because of household financial burden, low self-confidence, and emotional exhaustion, and I cannot decide if bank exam preparation is realistic.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"Everyone around me is moving ahead, but I am stuck with family financial pressure, entrance exam stress, and toxic relationship, and I want research career.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Because of father lost job, emotional exhaustion, and project deadline pressure, I feel lost between responsibility and my goal of software job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Life feels very unstable due to relationship breakup, toxic relationship, and project deadline pressure, but I still hope for stable job.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"Life feels very unstable due to entrance exam stress, comparison with friends, and project deadline pressure, but I still hope for study abroad.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I feel guilty because of poor concentration, family financial pressure, and entrance exam stress, while my future goal is still family business.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"My confidence is low because of low CGPA, fear of failure, and backlogs, and I cannot decide if startup idea is realistic.",Study First,"Right now, strengthening your academic foundation should be the first step. Better grades, fewer backlogs, and stronger focus will create more stable future opportunities."
"I feel guilty because of education loan burden, assignment overload, and low family income, while my future goal is still higher studies.",Job First,"A stable income may be the most practical first step. Once financial pressure reduces, higher studies and career growth can continue with less guilt and more confidence."
"Because of education loan burden, toxic relationship, and lack of motivation, I feel lost between responsibility and my goal of software job.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"Because of responsibility to support parents, backlogs, and anxiety, I feel confused between survival and my dream of research career.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Because of assignment overload, backlogs, and fear of disappointing parents, I feel lost between responsibility and my goal of family business.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"Life feels very unstable due to comparison with friends, depression, and anxiety, but I still hope for study abroad.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"Life feels very unstable due to lack of motivation, mental burnout, and fear of disappointing parents, but I still hope for research career.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"I want long-term growth, but project deadline pressure, low CGPA, and backlogs are forcing me to rethink software job.",Study First,"Before making major career decisions, improving your academic stability is important. Strong studies now create better options later for both jobs and higher education."
"Because of semester pressure, family health expenses, and toxic relationship, I feel confused between survival and my dream of startup idea.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"I feel guilty because of emotional exhaustion, family financial pressure, and rent and living expenses pressure, while my future goal is still software job.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"Because of backlogs, education loan burden, and low CGPA, I feel lost between responsibility and my goal of study abroad.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
"Everyone around me is moving ahead, but I am stuck with family health expenses, assignment overload, and family financial pressure, and I want family business.",Job First,Immediate financial stability should be prioritized first. Supporting family responsibilities now can reduce pressure and allow you to plan future education more safely.
"I want long-term growth, but backlogs, lack of motivation, and mental burnout are forcing me to rethink government exam preparation.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"My confidence is low because of mental burnout, lack of motivation, and responsibility to support parents, and I cannot decide if bank exam preparation is realistic.",Counseling Needed,"Before deciding your future, emotional clarity is necessary. Support from mentors, trusted people, or counseling can help you make stronger long-term decisions."
"I am mentally exhausted because of project deadline pressure, low CGPA, and father lost job. I do not know whether I should continue toward higher studies.",Balanced Plan,"Balance is the strongest strategy here. Protect financial stability, emotional health, and long-term career growth together instead of sacrificing one completely."
